utt_id,session,start_time,end_time,duration,quality_codes,flags,category,split
tr-008_01792,tr-008,1854.832,1862.246,7.414,Good,,jehe'a,train
tr-010_02426,tr-010,204.076,218.845,14.769,Good,TMC,jehe'a,train
tr-010_02453,tr-010,391.4,397.913,6.513,Good,,mixed,train
tr-006_01065,tr-006,3715.351,3721.441,6.09,CRT-D,BLK,mixed,train
tr-010_02515,tr-010,873.383,879.053,5.67,Good,,jehe'a,train
tr-005_00360,tr-005,2958.816,2964.266,5.45,Good,,mixed,dev
tr-005_00221,tr-005,1793.166,1798.536,5.37,CRT-D,BLK,mixed,train
tr-010_02408,tr-010,103.055,108.015,4.96,EXC,,,
tr-006_00671,tr-006,1384.285,1389.18,4.895,Good,TMC,mixed,dev
tr-010_02546,tr-010,1072.983,1077.663,4.68,Good,,mixed,train
tr-006_00857,tr-006,2554.055,2558.455,4.4,Good,,mixed,train
tr-005_00281,tr-005,2179.461,2183.771,4.31,Good,TMC,jehe'a,train
tr-011_03209,tr-011,2688.573,2692.815,4.242,CRT-D,,mixed,train
tr-007_01238,tr-007,1263.965,1268.145,4.18,CRT-D,,mixed,train
tr-005_00436,tr-005,3559.943,3563.893,3.95,CRT-A,,mixed,train
tr-005_00183,tr-005,1511.92,1530.31,18.39,CRT-A,,mixed,train
tr-005_00210,tr-005,1723.361,1740.471,17.11,EXC,,,
tr-005_00294,tr-005,2265.046,2283.676,18.63,CRT-A,,jehe'a,train
tr-005_00347,tr-005,2798.386,2805.541,7.155,Good,,mixed,test
tr-005_00254,tr-005,2002.816,2007.406,4.59,Good,,jehe'a,train
tr-005_00430,tr-005,3501.758,3507.438,5.68,Good,,jehe'a,train
tr-005_00403,tr-005,3302.176,3308.121,5.945,CRT-A,,jehe'a,test
tr-005_00328,tr-005,2613.186,2621.776,8.59,Good,,jehe'a,dev
tr-005_00407,tr-005,3335.826,3341.666,5.84,Good,TMC,jehe'a,dev
tr-005_00415,tr-005,3370.006,3377.176,7.17,EXC,,,
tr-005_00203,tr-005,1665.291,1671.926,6.635,Good,,jehe'a,test
tr-005_00311,tr-005,2435.776,2440.641,4.865,Good,,mixed,test
tr-005_00223,tr-005,1801.831,1807.791,5.96,CRT-D,BLK,jehe'a,dev
tr-005_00333,tr-005,2717.536,2721.421,3.885,EXC,,,
tr-005_00428,tr-005,3491.548,3497.228,5.68,Good,,mixed,train
tr-005_00421,tr-005,3434.471,3439.811,5.34,Good,TMC,mixed,dev
tr-005_00212,tr-005,1745.306,1759.256,13.95,EXC,,,
tr-005_00395,tr-005,3187.441,3204.636,17.195,MTS,BCO,jehe'a,
tr-005_00195,tr-005,1609.86,1614.45,4.59,Good,TMC,jehe'a,train
tr-009_02005,tr-009,105.03,107.502,2.472,CRT-D,BLK,guarani_only,test
tr-010_02460,tr-010,491.528,493.868,2.34,EXC,,,
tr-007_01154,tr-007,534.405,536.715,2.31,Good,,guarani_only,test
tr-005_00322,tr-005,2545.366,2547.486,2.12,CRT-D,BLK,guarani_only,test
tr-010_02520,tr-010,896.03,898.168,2.138,Good,,jehe'a,test
tr-008_01885,tr-008,2616.337,2618.382,2.045,Good,,jehe'a,test
tr-007_01189,tr-007,881.125,884.094,2.969,Good,,guarani_only,test
tr-009_02047,tr-009,435.655,439.01,3.355,Good,TMC,guarani_only,test
tr-010_02559,tr-010,1171.758,1176.363,4.605,Good,,spanish_only,train
tr-011_02862,tr-011,134.286,138.854,4.568,Good,NSY,spanish_only,train
tr-008_01606,tr-008,489.782,494.322,4.54,EXC,,,
tr-007_01120,tr-007,230.05,234.49,4.44,Good,NSY,spanish_only,train
tr-006_00517,tr-006,400.13,404.52,4.39,Good,TMC,spanish_only,train
tr-007_01282,tr-007,1630.356,1634.679,4.323,Good,,spanish_only,train
tr-006_00471,tr-006,103.59,109.62,6.03,Good,,spanish_only,train
tr-007_01535,tr-007,3667.719,3671.929,4.21,Good,,spanish_only,train
tr-006_00842,tr-006,2472.355,2476.38,4.025,Good,,spanish_only,train
tr-007_01279,tr-007,1598.063,1602.043,3.98,Good,,spanish_only,train
tr-008_01572,tr-008,187.02,193.422,6.402,MTS,,mixed,
tr-006_01034,tr-006,3530.175,3533.885,3.71,Good,,spanish_only,train
tr-006_00889,tr-006,2746.1,2749.67,3.57,Good,,spanish_only,train
tr-006_00643,tr-006,1108.73,1112.28,3.55,Good,,spanish_only,train
tr-011_03134,tr-011,2188.678,2192.199,3.521,Good,,spanish_only,train
tr-010_02595,tr-010,1382.803,1386.288,3.485,MTS,,spanish_only,
tr-011_03201,tr-011,2648.582,2651.939,3.357,Good,,spanish_only,dev
tr-008_01641,tr-008,686.82,690.114,3.294,CRT-D,BLK,spanish_only,train
tr-011_02901,tr-011,394.503,397.782,3.279,Good,,spanish_only,train
tr-009_02374,tr-009,3495.989,3499.236,3.247,Good,TMC,spanish_only,train
tr-006_01001,tr-006,3314.395,3319.369,4.974,Good,,spanish_only,train
tr-011_03061,tr-011,1525.774,1531.191,5.417,MTS,,spanish_only,
tr-005_00143,tr-005,1193.72,1200.81,7.09,Good,,spanish_only,train
tr-010_02609,tr-010,1467.563,1472.043,4.48,EXC,,,
tr-010_02569,tr-010,1215.324,1221.168,5.844,Good,,spanish_only,train
tr-006_00843,tr-006,2476.775,2479.695,2.92,CRT-A,,spanish_only,train
tr-011_03071,tr-011,1621.867,1624.784,2.917,Good,,spanish_only,train
tr-006_01084,tr-006,3838.036,3844.491,6.455,Good,,spanish_only,train
tr-005_00123,tr-005,1037.865,1045.4,7.535,EXC,,,
tr-006_00701,tr-006,1611.44,1614.09,2.65,Good,,spanish_only,train
tr-006_00916,tr-006,2879.61,2882.245,2.635,Good,,spanish_only,train
tr-011_02881,tr-011,300.437,302.937,2.5,Good,,spanish_only,train
tr-011_03263,tr-011,3068.093,3070.492,2.399,Good,,spanish_only,train
tr-006_00855,tr-006,2539.61,2541.88,2.27,CRT-D,BLK,spanish_only,train
tr-006_00739,tr-006,1855.76,1857.964,2.204,Good,,spanish_only,train
tr-005_00021,tr-005,183.235,188.46,5.225,Good,,spanish_only,train
tr-006_00530,tr-006,491.36,496.12,4.76,Good,,spanish_only,train
tr-007_01129,tr-007,265.13,269.73,4.6,Good,,spanish_only,train
tr-006_00584,tr-006,769.19,773.74,4.55,Good,,spanish_only,train
tr-007_01271,tr-007,1557.948,1562.338,4.39,Good,,spanish_only,train
tr-011_03033,tr-011,1308.207,1312.499,4.292,MTS,BCO,mixed,
tr-006_00465,tr-006,50.9,55.06,4.16,Good,,mixed,train
tr-008_01625,tr-008,599.592,605.807,6.215,CRT-D,BLK,spanish_only,train
tr-007_01339,tr-007,2190.993,2194.993,4,Good,,spanish_only,train
tr-008_01578,tr-008,281.22,287.565,6.345,CRT-D,BLK,spanish_only,train
tr-006_00491,tr-006,242.597,246.447,3.85,Good,,spanish_only,train
tr-011_03282,tr-011,3212.877,3214.688,1.811,EXC,,,
tr-010_02632,tr-010,1639.483,1643.173,3.69,Good,,spanish_only,train
tr-010_02636,tr-010,1689.685,1693.34,3.655,Good,,spanish_only,train
tr-005_00438,tr-005,3566.343,3569.923,3.58,Good,TMC,spanish_only,dev
tr-008_01718,tr-008,1323.961,1327.514,3.553,EXC,,,
tr-006_01075,tr-006,3787.951,3791.491,3.54,Good,,mixed,test
tr-005_00344,tr-005,2786.486,2789.926,3.44,CRT-D,BLK,spanish_only,train
tr-011_02966,tr-011,881.864,885.274,3.41,Good,TMC,spanish_only,train
tr-010_02839,tr-010,3268.575,3271.967,3.392,Good,TMC,spanish_only,train
tr-011_03281,tr-011,3209.542,3211.5,1.958,EXC,,,
tr-006_00919,tr-006,2888.35,2891.61,3.26,Good,,spanish_only,train
tr-006_00791,tr-006,2132.88,2136.07,3.19,Good,TMC,spanish_only,train
tr-006_01079,tr-006,3801.221,3804.402,3.181,Good,,spanish_only,train
tr-005_00297,tr-005,2301.746,2304.906,3.16,Good,,spanish_only,train
tr-006_00920,tr-006,2891.875,2896.98,5.105,Good,TMC,spanish_only,train
tr-008_01714,tr-008,1298.938,1304.404,5.466,MTS,,spanish_only,
tr-009_02100,tr-009,982.545,988.419,5.874,MTS,NSY,spanish_only,
tr-006_00820,tr-006,2353.12,2356.04,2.92,Good,,spanish_only,train
tr-006_00852,tr-006,2531.14,2534.03,2.89,Good,TMC,spanish_only,train
tr-006_01000,tr-006,3311.435,3314.265,2.83,Good,TMC,spanish_only,train
tr-011_02956,tr-011,816.569,819.284,2.715,Good,NSY,spanish_only,train
tr-006_00639,tr-006,1052.44,1054.97,2.53,Good,TMC,spanish_only,train
tr-006_00935,tr-006,2984.27,2986.66,2.39,Good,TMC,spanish_only,train
tr-006_00615,tr-006,924.16,926.51,2.35,Good,,spanish_only,train
tr-011_03032,tr-011,1304.648,1306.862,2.214,CRT-A,,spanish_only,dev
tr-011_03057,tr-011,1506.367,1508.556,2.189,Good,TMC,mixed,train
tr-006_00877,tr-006,2670.04,2672.15,2.11,Good,,spanish_only,train
tr-009_02141,tr-009,1335.023,1348.165,13.142,MTS,NCT,spanish_only,
tr-009_02150,tr-009,1431.939,1437.172,5.233,MTS,NSY,spanish_only,
tr-010_02671,tr-010,1979.965,1984.93,4.965,Good,TMC,spanish_only,train
tr-006_00666,tr-006,1313.62,1318.37,4.75,Good,SPL,spanish_only,train
tr-009_02274,tr-009,2531.3,2537.019,5.719,Good,,spanish_only,train
tr-011_03009,tr-011,1169.939,1175.68,5.741,CRT-A,,spanish_only,train
tr-006_00563,tr-006,648.7,653.02,4.32,Good,TMC,spanish_only,train
tr-006_00757,tr-006,1978.47,1982.75,4.28,CRT-A,,spanish_only,train
tr-006_00914,tr-006,2853.14,2857.32,4.18,Good,TMC,spanish_only,train
tr-008_01757,tr-008,1571.042,1575.113,4.071,Good,,spanish_only,train
tr-006_00789,tr-006,2125.39,2129.33,3.94,Good,,spanish_only,dev
tr-011_03240,tr-011,2936.911,2945.648,8.737,CRT-D,BLK,mixed,train
tr-008_01685,tr-008,1017.227,1020.994,3.767,Good,,spanish_only,train
tr-011_03132,tr-011,2181.864,2185.628,3.764,Good,,spanish_only,dev
tr-009_02131,tr-009,1252.782,1259.327,6.545,Good,,spanish_only,train
tr-006_00503,tr-006,307.45,311.07,3.62,Good,TMC,spanish_only,train
tr-006_00867,tr-006,2621.725,2625.305,3.58,Good,TMC,spanish_only,train
tr-011_02979,tr-011,963.969,967.509,3.54,Good,TMC,spanish_only,train
tr-010_02723,tr-010,2373.665,2377.1,3.435,Good,NSY,spanish_only,dev
tr-006_01029,tr-006,3512.575,3515.85,3.275,Good,,spanish_only,train
tr-010_02680,tr-010,2028.3,2031.53,3.23,EXC,,,
tr-006_00924,tr-006,2909.59,2912.75,3.16,Good,TMC,spanish_only,train
tr-011_03259,tr-011,3050.248,3053.368,3.12,Good,,spanish_only,test
tr-007_01341,tr-007,2199.608,2202.673,3.065,Good,,spanish_only,train
tr-009_02228,tr-009,2175.916,2178.944,3.028,MTS,TMC,spanish_only,
tr-006_00495,tr-006,260.497,265.522,5.025,Good,TMC,spanish_only,train
tr-006_00475,tr-006,154.93,157.81,2.88,Good,,spanish_only,dev
tr-006_00948,tr-006,3074.245,3077.105,2.86,Good,TMC,spanish_only,train
tr-006_00560,tr-006,636.1,638.94,2.84,Good,,spanish_only,train
tr-011_02961,tr-011,837.769,843.724,5.955,MTS,,spanish_only,
tr-011_03160,tr-011,2332.02,2334.778,2.758,Good,,spanish_only,train
tr-006_01042,tr-006,3582.365,3588.45,6.085,Good,TMC,spanish_only,train
tr-006_00599,tr-006,856.23,862.41,6.18,Good,TMC,spanish_only,train
tr-007_01366,tr-007,2395.993,2398.663,2.67,Good,,spanish_only,dev
tr-011_03138,tr-011,2216.724,2219.367,2.643,Good,TMC,spanish_only,dev
tr-009_02240,tr-009,2287.33,2293.71,6.38,Good,TMC,mixed,train
tr-005_00110,tr-005,884.31,890.94,6.63,MTS,TMC,spanish_only,
tr-006_00636,tr-006,1042.875,1045.315,2.44,Good,TMC,mixed,train
tr-006_00481,tr-006,176.825,179.195,2.37,Good,TMC,mixed,train
tr-011_03095,tr-011,1826,1828.318,2.318,Good,,spanish_only,train
tr-007_01473,tr-007,3197.609,3204.619,7.01,Good,,spanish_only,train
tr-011_02985,tr-011,1009.504,1011.513,2.009,Good,,spanish_only,train
tr-010_02552,tr-010,1127.18,1134.833,7.653,Good,NSY,spanish_only,train
tr-011_03211,tr-011,2697.21,2705.214,8.004,MTS,TMC,spanish_only,
tr-008_01619,tr-008,566.566,571.651,5.085,EXC,,,
tr-010_02803,tr-010,3001.161,3006.631,5.47,EXC,,,
tr-005_00128,tr-005,1069.595,1075.255,5.66,Good,NSY,spanish_only,train
tr-005_00132,tr-005,1110.745,1115.22,4.475,EXC,,,
tr-005_00368,tr-005,3031.151,3035.551,4.4,Good,TMC,spanish_only,train
tr-005_00363,tr-005,2999.516,3003.846,4.33,Good,,spanish_only,train
tr-006_00740,tr-006,1857.964,1862.23,4.266,Good,,spanish_only,train
tr-011_03192,tr-011,2608.69,2612.772,4.082,MTS,TMC,spanish_only,
tr-006_00673,tr-006,1410.787,1414.707,3.92,Good,TMC,spanish_only,train
tr-005_00067,tr-005,492.665,496.515,3.85,EXC,,,
tr-006_00993,tr-006,3275.955,3279.795,3.84,Good,,spanish_only,train
tr-007_01156,tr-007,546.02,549.83,3.81,Good,,spanish_only,train
tr-010_02579,tr-010,1281.618,1285.349,3.731,Good,TMC,spanish_only,train
tr-006_00878,tr-006,2673.5,2677.165,3.665,Good,,spanish_only,train
tr-010_02689,tr-010,2087.315,2090.915,3.6,Good,TMC,spanish_only,train
tr-008_01680,tr-008,984.541,988.092,3.551,Good,TMC,spanish_only,train
tr-006_00483,tr-006,183.035,186.535,3.5,Good,TMC,spanish_only,train
tr-005_00029,tr-005,241.13,250.215,9.085,Good,TMC,spanish_only,train
tr-006_00951,tr-006,3084.215,3087.665,3.45,Good,TMC,spanish_only,train
tr-008_01770,tr-008,1673.771,1677.086,3.315,Good,TMC,spanish_only,train
tr-005_00140,tr-005,1168.585,1171.895,3.31,Good,TMC,spanish_only,train
tr-006_00506,tr-006,324.45,327.75,3.3,Good,TMC,mixed,train
tr-010_02619,tr-010,1534.585,1537.875,3.29,Good,TMC,spanish_only,train
tr-005_00148,tr-005,1225.265,1228.505,3.24,Good,TMC,spanish_only,train
tr-005_00283,tr-005,2186.596,2189.826,3.23,Good,TMC,spanish_only,train
tr-006_00557,tr-006,626.94,630.15,3.21,MTS,,spanish_only,
tr-005_00158,tr-005,1277.335,1280.535,3.2,Good,,spanish_only,train
tr-007_01453,tr-007,2988.312,2991.492,3.18,Good,TMC,mixed,train
tr-009_02318,tr-009,2842.841,2845.942,3.101,Good,,spanish_only,train
tr-010_02820,tr-010,3113.631,3116.701,3.07,Good,,spanish_only,train
tr-007_01272,tr-007,1564.538,1567.578,3.04,Good,,mixed,train
tr-011_03002,tr-011,1113.289,1116.271,2.982,Good,,spanish_only,train
tr-011_02904,tr-011,403.16,406.13,2.97,Good,TMC,spanish_only,train
tr-011_03090,tr-011,1768.685,1771.621,2.936,Good,,spanish_only,train
tr-011_03261,tr-011,3057.703,3060.592,2.889,Good,,spanish_only,train
tr-008_01675,tr-008,955.972,958.852,2.88,Good,,spanish_only,train
tr-007_01409,tr-007,2641.247,2644.087,2.84,Good,,spanish_only,train
tr-007_01502,tr-007,3403.834,3406.644,2.81,Good,TMC,spanish_only,train
tr-011_03054,tr-011,1454.749,1460.334,5.585,MTS,TMC,spanish_only,
tr-008_01670,tr-008,929.566,932.326,2.76,Good,,spanish_only,train
tr-010_02761,tr-010,2618.935,2621.685,2.75,Good,TMC,spanish_only,train
tr-006_00565,tr-006,656.67,659.39,2.72,Good,TMC,spanish_only,train
tr-011_03169,tr-011,2378.853,2381.552,2.699,CRT-D,BLK,spanish_only,train
tr-011_03210,tr-011,2692.889,2696.619,3.73,CRT-D,BLK,mixed,train
tr-005_00179,tr-005,1462.315,1470.05,7.735,MTS,TMC,mixed,
tr-011_03207,tr-011,2681.055,2684.519,3.464,MTS,TMC,mixed,
tr-011_03177,tr-011,2465.544,2468.94,3.396,Good,SPL,spanish_only,train
tr-007_01480,tr-007,3268.453,3271.605,3.152,Good,,mixed,train
tr-011_03265,tr-011,3085.038,3087.966,2.928,Good,,mixed,train
tr-010_02468,tr-010,543.17,551.373,8.203,Good,TMC,mixed,train
tr-010_02765,tr-010,2636.255,2654.815,18.56,MTS,TMC,spanish_only,
tr-007_01250,tr-007,1331.78,1338.13,6.35,Good,TMC,jehe'a,train
tr-010_02538,tr-010,1011.948,1017.993,6.045,Good,TMC,jehe'a,train
tr-009_02225,tr-009,2162.361,2167.701,5.34,MTS,BCO,mixed,
tr-008_01994,tr-008,3413.5,3418.7,5.2,Good,SPL,mixed,train
tr-007_01186,tr-007,820.55,825.42,4.87,Good,TMC,jehe'a,dev
tr-006_00569,tr-006,678.5,683.28,4.78,Good,TMC,jehe'a,train
tr-008_01575,tr-008,208,212.68,4.68,Good,,spanish_only,train
tr-010_02518,tr-010,884.593,889.123,4.53,Good,TMC,jehe'a,train
tr-006_00652,tr-006,1210.47,1214.61,4.14,Good,,mixed,train
tr-005_00336,tr-005,2726.811,2730.911,4.1,Good,TMC,mixed,train
tr-007_01319,tr-007,2059.468,2063.408,3.94,Good,,mixed,train
tr-006_00720,tr-006,1716.82,1724.88,8.06,Good,TMC,mixed,train
tr-010_02710,tr-010,2262.305,2265.705,3.4,Good,TMC,mixed,train
tr-011_03189,tr-011,2581.449,2592.816,11.367,CRT-D,BLK,mixed,dev
tr-010_02489,tr-010,675.033,678.153,3.12,Good,SPL,mixed,train
tr-011_02856,tr-011,79.552,92.58,13.028,MTS,TMC,mixed,
tr-011_03258,tr-011,3036.038,3049.788,13.75,MTS,BCO,jehe'a,
tr-009_02066,tr-009,662.745,668.95,6.205,Good,TMC,jehe'a,train
tr-009_02042,tr-009,389.4,394.905,5.505,CRT-A,,mixed,dev
tr-008_01791,tr-008,1849.426,1854.832,5.406,Good,TMC,jehe'a,train
tr-007_01527,tr-007,3576.399,3581.599,5.2,Good,,jehe'a,train
tr-007_01281,tr-007,1625.268,1630.356,5.088,Good,,mixed,train
tr-009_02072,tr-009,700.195,705.15,4.955,Good,SPL,jehe'a,train
tr-010_02532,tr-010,964.02,968.873,4.853,Good,TMC,mixed,train
tr-009_02076,tr-009,739.106,752.819,13.713,MTS,TMC,jehe'a,
tr-006_00803,tr-006,2237.28,2241.68,4.4,Good,TMC,mixed,train
tr-006_01066,tr-006,3721.826,3726.166,4.34,Good,TMC,mixed,train
tr-007_01251,tr-007,1340.57,1344.835,4.265,MTS,BCO,jehe'a,
tr-007_01488,tr-007,3326.594,3330.694,4.1,MTS,TMC,mixed,
tr-007_01202,tr-007,1001.2,1005.21,4.01,Good,TMC,mixed,train
tr-006_00578,tr-006,720.83,724.65,3.82,Good,,spanish_only,dev
tr-009_02134,tr-009,1285.703,1289.448,3.745,Good,,mixed,train
tr-011_02949,tr-011,774.95,778.484,3.534,Good,,mixed,train
tr-006_01070,tr-006,3752.316,3755.791,3.475,Good,,mixed,train
tr-006_00674,tr-006,1415.032,1418.412,3.38,CRT-A,,spanish_only,train
tr-011_03037,tr-011,1330.224,1332.994,2.77,Good,,jehe'a,train
tr-011_03108,tr-011,1977.702,1980.139,2.437,CRT-D,BLK,spanish_only,train
tr-009_02018,tr-009,184.23,192.711,8.481,Good,,mixed,train
tr-007_01380,tr-007,2490.215,2496.113,5.898,MTS,TMC,jehe'a,
tr-010_02488,tr-010,670.143,675.033,4.89,Good,TMC,mixed,train
tr-008_01858,tr-008,2412.586,2417.369,4.783,Good,SPL,mixed,train
tr-009_02171,tr-009,1655.08,1659.73,4.65,CRT-D,,mixed,train
tr-009_02055,tr-009,547.78,552.37,4.59,Good,TMC,jehe'a,train
tr-005_00365,tr-005,3011.636,3016.026,4.39,Good,NSY,jehe'a,train
tr-007_01100,tr-007,37.42,41.67,4.25,MTS,TMC,mixed,
tr-007_01221,tr-007,1166.155,1170.385,4.23,Good,TMC,mixed,train
tr-006_00903,tr-006,2805.75,2809.8,4.05,Good,TMC,mixed,train
tr-008_01960,tr-008,3192.207,3196.136,3.929,Good,TMC,mixed,dev
tr-011_03086,tr-011,1743.323,1747.009,3.686,Good,,spanish_only,train
tr-011_03005,tr-011,1150.1,1153.664,3.564,Good,,mixed,dev
tr-008_01720,tr-008,1336.298,1339.821,3.523,CRT-D,BLK,mixed,train
tr-008_01687,tr-008,1027.312,1030.614,3.302,CRT-A,,spanish_only,train
tr-006_00793,tr-006,2138.92,2141.92,3,Good,TMC,spanish_only,train
tr-006_00683,tr-006,1460.262,1462.812,2.55,Good,TMC,jehe'a,train
tr-008_01935,tr-008,3015.267,3022.913,7.646,MTS,TMC,mixed,
tr-005_00095,tr-005,754.445,769.82,15.375,MTS,BCO,mixed,
tr-009_02011,tr-009,127.931,133.325,5.394,Good,TMC,mixed,train
tr-010_02418,tr-010,171.78,176.76,4.98,MTS,TMC,jehe'a,
tr-007_01381,tr-007,2496.513,2501.243,4.73,Good,TMC,jehe'a,train
tr-009_02053,tr-009,479.695,499.445,19.75,CRT-D,BLK,jehe'a,train
tr-006_00746,tr-006,1927.79,1932.33,4.54,Good,TMC,mixed,dev
tr-005_00304,tr-005,2364.236,2368.556,4.32,Good,TMC,jehe'a,train
tr-007_01108,tr-007,115.255,135.195,19.94,MTS,TMC,mixed,
tr-010_02528,tr-010,946.063,950.173,4.11,Good,TMC,mixed,train
tr-007_01227,tr-007,1212.87,1216.85,3.98,Good,TMC,jehe'a,train
tr-005_00316,tr-005,2492.721,2496.656,3.935,Good,TMC,mixed,train
tr-011_03135,tr-011,2193.17,2196.99,3.82,Good,,mixed,train
tr-006_00978,tr-006,3205.38,3209.08,3.7,Good,,mixed,train
tr-008_01695,tr-008,1112.336,1115.912,3.576,MTS,BCO,mixed,
tr-011_02872,tr-011,208.917,218.716,9.799,CRT-A,,mixed,test
tr-007_01292,tr-007,1798.263,1801.643,3.38,Good,,jehe'a,train
tr-005_00227,tr-005,1821.986,1825.156,3.17,Good,TMC,mixed,train
tr-007_01399,tr-007,2594.437,2597.547,3.11,Good,TMC,mixed,train
tr-005_00289,tr-005,2227.526,2230.606,3.08,Good,TMC,mixed,train
tr-011_02889,tr-011,332.729,335.772,3.043,Good,TMC,mixed,train
tr-006_00962,tr-006,3121.815,3133.98,12.165,Good,TMC,mixed,train
tr-005_00444,tr-005,3648.223,3650.903,2.68,EXC,,,
tr-006_00676,tr-006,1421.402,1423.752,2.35,Good,,mixed,test
tr-005_00205,tr-005,1693.991,1696.006,2.015,EXC,,,
tr-008_01861,tr-008,2434.582,2441.22,6.638,Good,TMC,jehe'a,dev
tr-010_02600,tr-010,1401.288,1423.318,22.03,Good,TMC,spanish_only,train
tr-007_01216,tr-007,1075.89,1081.52,5.63,CRT-D,BLK,jehe'a,train
tr-010_02838,tr-010,3262.737,3268.287,5.55,MTS,NSY,spanish_only,
tr-007_01222,tr-007,1170.555,1175.57,5.015,Good,TMC,mixed,train
tr-010_02398,tr-010,19.2,24.095,4.895,CRT-A,,mixed,train
tr-011_03154,tr-011,2296.783,2301.419,4.636,Good,,spanish_only,train
tr-010_02524,tr-010,916.923,921.443,4.52,Good,TMC,mixed,train
tr-006_00942,tr-006,3016.935,3021.41,4.475,Good,TMC,jehe'a,train
tr-009_02258,tr-009,2401.852,2406.007,4.155,CRT-A,,spanish_only,train
tr-010_02458,tr-010,480.403,484.478,4.075,Good,TMC,jehe'a,train
tr-007_01313,tr-007,1995.888,1999.953,4.065,Good,TMC,jehe'a,train
tr-007_01340,tr-007,2195.648,2199.608,3.96,Good,TMC,jehe'a,train
tr-007_01184,tr-007,810.275,814.045,3.77,Good,TMC,mixed,dev
tr-006_00590,tr-006,797.96,801.58,3.62,Good,,mixed,train
tr-009_02369,tr-009,3438.738,3442.33,3.592,CRT-A,SPL,mixed,train
tr-008_01844,tr-008,2304.876,2308.42,3.544,Good,TMC,jehe'a,train
tr-006_00751,tr-006,1956.8,1960.27,3.47,Good,TMC,mixed,train
tr-008_01848,tr-008,2319.551,2322.952,3.401,Good,TMC,jehe'a,train
tr-008_01762,tr-008,1632.209,1635.548,3.339,Good,NSY,jehe'a,train
tr-010_02402,tr-010,45.255,48.482,3.227,Good,TMC,mixed,train
tr-010_02525,tr-010,921.748,924.958,3.21,Good,TMC,jehe'a,train
tr-011_02913,tr-011,511.357,514.492,3.135,MTS,TMC,mixed,
tr-010_02818,tr-010,3107.306,3110.406,3.1,Good,TMC,mixed,dev
tr-007_01418,tr-007,2761.042,2763.942,2.9,Good,,mixed,train
tr-008_01908,tr-008,2801.447,2804.251,2.804,Good,TMC,mixed,train
tr-008_01729,tr-008,1398.293,1401.08,2.787,Good,,mixed,test
tr-007_01104,tr-007,92.36,95.08,2.72,MTS,TMC,mixed,
tr-005_00104,tr-005,804.55,807.05,2.5,Good,TMC,mixed,train
tr-009_02039,tr-009,361.046,379.02,17.974,Good,TMC,jehe'a,train
tr-006_00907,tr-006,2822.83,2825.09,2.26,Good,TMC,mixed,train
tr-010_02819,tr-010,3110.761,3112.971,2.21,Good,TMC,mixed,test
tr-009_02238,tr-009,2264.76,2279.57,14.81,MTS,NSY,spanish_only,
tr-008_01865,tr-008,2466.687,2491.081,24.394,CRT-D,BLK,jehe'a,train
tr-008_01793,tr-008,1862.246,1867.263,5.017,Good,TMC,jehe'a,dev
tr-008_01944,tr-008,3065.381,3069.981,4.6,Good,TMC,jehe'a,train
tr-010_02506,tr-010,804.179,820.898,16.719,MTS,BCO,jehe'a,
tr-009_02027,tr-009,245.694,249.75,4.056,Good,TMC,jehe'a,train
tr-007_01196,tr-007,924.69,928.7,4.01,MTS,NSY,mixed,
tr-008_01967,tr-008,3250.96,3254.635,3.675,Good,TMC,jehe'a,train
tr-007_01432,tr-007,2851.807,2855.407,3.6,Good,TMC,jehe'a,train
tr-011_03036,tr-011,1325.829,1329.409,3.58,Good,,spanish_only,train
tr-005_00077,tr-005,595.53,599.01,3.48,MTS,NSY,mixed,
tr-008_01678,tr-008,971.05,974.47,3.42,MTS,,mixed,
tr-007_01526,tr-007,3572.943,3576.342,3.399,Good,TMC,jehe'a,train
tr-006_00760,tr-006,1991.51,1994.87,3.36,Good,TMC,jehe'a,train
tr-007_01425,tr-007,2801.577,2804.907,3.33,CRT-D,BLK,jehe'a,train
tr-006_00974,tr-006,3190.79,3194.1,3.31,Good,TMC,mixed,train
tr-010_02433,tr-010,283.838,287.123,3.285,Good,TMC,jehe'a,train
tr-007_01246,tr-007,1303.56,1306.683,3.123,Good,TMC,mixed,train
tr-006_00778,tr-006,2066.7,2069.76,3.06,Good,TMC,mixed,train
tr-006_01030,tr-006,3516.66,3519.63,2.97,Good,TMC,mixed,train
tr-011_03131,tr-011,2178.567,2181.516,2.949,Good,,spanish_only,dev
tr-006_00932,tr-006,2957.77,2960.64,2.87,Good,TMC,mixed,train
tr-005_00312,tr-005,2440.641,2446.981,6.34,Good,TMC,jehe'a,train
tr-005_00218,tr-005,1781.816,1785.896,4.08,Good,TMC,mixed,dev
tr-005_00261,tr-005,2055.721,2059.671,3.95,Good,TMC,mixed,train
tr-005_00241,tr-005,1918.471,1922.141,3.67,Good,TMC,jehe'a,train
tr-005_00215,tr-005,1770.141,1775.721,5.58,Good,TMC,mixed,train
tr-005_00246,tr-005,1946.666,1951.766,5.1,Good,TMC,jehe'a,train
tr-005_00266,tr-005,2094.951,2099.296,4.345,MTS,NSY,mixed,
tr-005_00429,tr-005,3497.513,3501.618,4.105,Good,TMC,jehe'a,train
tr-005_00026,tr-005,222.43,225.46,3.03,Good,NSY,mixed,train
